surge_set	surge_count	time_to_id_days	window_overlap	window_size_samples	start_threshold	exit_threshold	delta_threshold_start	delta_threshold_exit	match_cost_sec	match_cost_days	match_cost_days_per_surge
3d	4	7	no	3	1	4	0.025	0	970877640	11237.0097222222	802.643551587302
3d	4	7	no	3	1	4	0.05	0	970877640	11237.0097222222	802.643551587302
3d	4	7	no	3	1	4	0.075	0	970877640	11237.0097222222	802.643551587302
3d	4	7	no	3	1	4	0.1	0	970877640	11237.0097222222	802.643551587302
4d	4	10.5	no	6	1	4	0	0	972173640	11252.0097222222	803.71498015873
4d	4	10.5	no	6	1	4	0.025	0	972173640	11252.0097222222	803.71498015873
4d	4	10.5	no	6	1	4	0.05	0	972173640	11252.0097222222	803.71498015873
4d	4	10.5	no	6	1	4	0.075	0	972173640	11252.0097222222	803.71498015873
4d	4	10.5	no	6	1	4	0.1	0	972173640	11252.0097222222	803.71498015873
4d	2	14	no	2	4	4	0.05	0	972864840	11260.0097222222	804.286408730159
4d	2	14	no	2	4	4	0.075	0	972864840	11260.0097222222	804.286408730159
4d	2	14	no	2	4	1	0.1	0	972864840	11260.0097222222	804.286408730159
4d	2	14	no	2	4	2	0.1	0	972864840	11260.0097222222	804.286408730159
4d	2	14	no	2	4	3	0.1	0	972864840	11260.0097222222	804.286408730159
4d	2	14	no	2	4	4	0.1	0	972864840	11260.0097222222	804.286408730159
4d	24	12.25	yes	5	3	4	0.025	0	972950880	11261.0055555556	804.35753968254
2d	4	56	no	4	4	1	0	0	973296600	11265.0069444444	804.643353174603
2d	4	56	no	4	4	1	0.025	0	973296600	11265.0069444444	804.643353174603
2d	4	56	no	4	4	1	0.05	0	973296600	11265.0069444444	804.643353174603
4d	3	26.25	no	5	3	4	0.05	0	975370320	11289.0083333333	806.357738095238
4d	3	26.25	no	5	3	4	0.075	0	975370320	11289.0083333333	806.357738095238
2d	4	28	no	4	2	3	0	0	975629520	11292.0083333333	806.572023809524
2d	4	28	no	4	2	3	0.025	0	975629520	11292.0083333333	806.572023809524
2d	4	28	no	4	2	3	0.05	0	975629520	11292.0083333333	806.572023809524
2d	4	28	no	4	2	3	0.075	0	975629520	11292.0083333333	806.572023809524
2d	4	28	no	4	2	3	0.1	0	975629520	11292.0083333333	806.572023809524
3d	24	16.3333333333333	yes	5	3	1	0.05	0	975975360	11296.0111111111	806.857936507937
1d	4	42	no	3	2	2	0	0	977012040	11308.0097222222	807.71498015873
1d	4	42	no	3	2	2	0.025	0	977012040	11308.0097222222	807.71498015873
1d	4	42	no	3	2	2	0.05	0	977012040	11308.0097222222	807.71498015873
2d	4	42	no	4	3	2	0.075	0	977616840	11315.0097222222	808.21498015873
all	24	9.33333333333333	yes	6	3	1	0.1	0	978393120	11323.9944444444	808.856746031746
1d	4	63	no	3	3	1	0.075	0	979171920	11333.0083333333	809.500595238095
1d	4	63	no	3	3	1	0.1	0	979171920	11333.0083333333	809.500595238095
1d	1	84	no	6	2	4	0	0	980122440	11344.0097222222	810.286408730159
1d	1	126	no	6	3	4	0	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	2	0	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	3	0	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	4	0	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	6	2	4	0.025	0	980122440	11344.0097222222	810.286408730159
1d	1	126	no	6	3	4	0.025	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	2	0.025	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	3	0.025	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	4	0.025	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	6	2	4	0.05	0	980122440	11344.0097222222	810.286408730159
1d	1	126	no	6	3	4	0.05	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	2	0.05	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	3	0.05	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	3	4	4	0.05	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	6	2	4	0.075	0	980122440	11344.0097222222	810.286408730159
1d	1	126	no	6	3	4	0.075	0	980122440	11344.0097222222	810.286408730159
1d	1	84	no	6	2	4	0.1	0	980122440	11344.0097222222	810.286408730159
1d	1	126	no	6	3	4	0.1	0	980122440	11344.0097222222	810.286408730159
1d	4	21	no	3	1	3	0.075	0	980727120	11351.0083333333	810.78630952381
1d	4	21	no	3	1	3	0.1	0	980727120	11351.0083333333	810.78630952381
1d	4	63	yes	6	4	4	0.05	0	980986080	11354.0055555556	811.000396825397
1d	4	63	yes	6	4	4	0.025	0	980986200	11354.0069444444	811.000496031746
1d	4	63	no	3	3	1	0	0	980986320	11354.0083333333	811.000595238095
1d	4	63	no	3	3	1	0.025	0	980986320	11354.0083333333	811.000595238095
1d	4	63	no	3	3	1	0.05	0	980986320	11354.0083333333	811.000595238095
2d	4	42	no	6	2	2	0	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	1	0	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	2	0	0	981418320	11359.0083333333	811.357738095238
2d	4	42	no	6	2	2	0.025	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	1	0.025	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	2	0.025	0	981418320	11359.0083333333	811.357738095238
2d	4	42	no	6	2	2	0.05	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	1	0.05	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	2	0.05	0	981418320	11359.0083333333	811.357738095238
2d	4	42	no	6	2	2	0.075	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	1	0.075	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	2	0.075	0	981418320	11359.0083333333	811.357738095238
2d	4	42	no	6	2	2	0.1	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	1	0.1	0	981418320	11359.0083333333	811.357738095238
2d	4	63	no	6	3	2	0.1	0	981418320	11359.0083333333	811.357738095238
1d	2	105	no	5	3	1	0	0	981589680	11360.9916666667	811.499404761905
1d	2	140	no	5	4	1	0	0	981589680	11360.9916666667	811.499404761905
1d	2	105	no	5	3	1	0.025	0	981589680	11360.9916666667	811.499404761905
1d	2	140	no	5	4	1	0.025	0	981589680	11360.9916666667	811.499404761905
1d	2	105	no	5	3	1	0.05	0	981589680	11360.9916666667	811.499404761905
1d	2	140	no	5	4	1	0.05	0	981589680	11360.9916666667	811.499404761905
1d	2	105	no	5	3	1	0.075	0	981589680	11360.9916666667	811.499404761905
1d	2	140	no	5	4	1	0.075	0	981589680	11360.9916666667	811.499404761905
1d	2	105	no	5	3	1	0.1	0	981589680	11360.9916666667	811.499404761905
1d	2	140	no	5	4	1	0.1	0	981589680	11360.9916666667	811.499404761905
1d	4	63	yes	6	4	4	0.075	0	982195680	11368.0055555556	812.000396825397
1d	4	21	no	3	1	3	0	0	982541520	11372.0083333333	812.28630952381
1d	4	21	no	3	1	3	0.025	0	982541520	11372.0083333333	812.28630952381
1d	4	21	no	3	1	3	0.05	0	982541520	11372.0083333333	812.28630952381
4d	24	14	yes	5	4	1	0.025	0	983232720	11380.0083333333	812.857738095238
4d	24	14	yes	5	4	2	0.025	0	983232720	11380.0083333333	812.857738095238
1d	4	63	yes	6	4	4	0.1	0	983405280	11382.0055555556	813.000396825397
3d	3	28	no	4	3	1	0	0	983923920	11388.0083333333	813.429166666667
3d	3	28	no	4	3	2	0	0	983923920	11388.0083333333	813.429166666667
3d	3	28	no	4	3	3	0	0	983923920	11388.0083333333	813.429166666667
3d	3	28	no	4	3	1	0.025	0	983923920	11388.0083333333	813.429166666667
3d	3	28	no	4	3	2	0.025	0	983923920	11388.0083333333	813.429166666667
3d	3	28	no	4	3	3	0.025	0	983923920	11388.0083333333	813.429166666667
4d	3	31.5	no	6	3	4	0.075	0	984010320	11389.0083333333	813.500595238095
4d	3	31.5	no	6	3	4	0.1	0	984010320	11389.0083333333	813.500595238095
3d	24	9.33333333333333	yes	4	1	4	0	0	984788040	11398.0097222222	814.143551587302
2d	3	31.5	no	3	3	3	0.05	0	985305120	11403.9944444444	814.571031746032
3d	24	9.33333333333333	yes	4	1	4	0.025	0	985392840	11405.0097222222	814.643551587302
3d	24	9.33333333333333	yes	4	1	4	0.05	0	985392840	11405.0097222222	814.643551587302
3d	24	9.33333333333333	yes	4	1	4	0.075	0	985652040	11408.0097222222	814.857837301587
3d	24	9.33333333333333	yes	4	1	4	0.1	0	985652040	11408.0097222222	814.857837301587
4d	3	31.5	no	6	3	4	0	0	986083920	11413.0083333333	815.214880952381
4d	3	31.5	no	6	3	4	0.025	0	986083920	11413.0083333333	815.214880952381
4d	3	31.5	no	6	3	4	0.05	0	986083920	11413.0083333333	815.214880952381
2d	1	84	no	6	4	3	0	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	4	0	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	3	0.025	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	4	0.025	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	3	0.05	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	4	0.05	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	3	0.075	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	4	0.075	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	3	0.1	0	986170440	11414.0097222222	815.286408730159
2d	1	84	no	6	4	4	0.1	0	986170440	11414.0097222222	815.286408730159
2d	24	17.5	yes	4	2	2	0.075	0	987121200	11425.0138888889	816.072420634921
2d	4	42	no	4	3	1	0.1	0	987898440	11434.0097222222	816.71498015873
2d	24	17.5	yes	4	2	2	0.05	0	987898800	11434.0138888889	816.715277777778
4d	24	5.25	yes	3	1	4	0.025	0	988417080	11440.0125	817.14375
4d	24	5.25	yes	3	1	4	0.1	0	988503480	11441.0125	817.215178571429
1d	1	105	no	5	3	2	0	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	3	0	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	2	0	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	3	0	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	2	0.025	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	3	0.025	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	2	0.025	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	3	0.025	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	2	0.05	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	3	0.05	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	2	0.05	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	3	0.05	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	2	0.075	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	3	0.075	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	2	0.075	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	3	0.075	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	2	0.1	0	988589640	11442.0097222222	817.286408730159
1d	1	105	no	5	3	3	0.1	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	2	0.1	0	988589640	11442.0097222222	817.286408730159
1d	1	140	no	5	4	3	0.1	0	988589640	11442.0097222222	817.286408730159
4d	24	5.25	yes	3	1	4	0	0	988589880	11442.0125	817.286607142857
4d	24	5.25	yes	3	1	4	0.05	0	988762680	11444.0125	817.429464285714
4d	24	5.25	yes	3	1	4	0.075	0	988762680	11444.0125	817.429464285714
all	3	21	no	6	3	4	0.05	0	989106720	11447.9944444444	817.713888888889
all	3	21	no	6	3	4	0.075	0	989106720	11447.9944444444	817.713888888889
all	3	21	no	6	3	4	0.1	0	989106720	11447.9944444444	817.713888888889
1d	3	70	no	5	2	2	0.075	0	990835800	11468.0069444444	819.143353174603
1d	3	70	no	5	2	2	0.1	0	990835800	11468.0069444444	819.143353174603
1d	3	70	no	5	2	2	0	0	991267920	11473.0083333333	819.500595238095
1d	3	70	no	5	2	2	0.025	0	991267920	11473.0083333333	819.500595238095
1d	3	70	no	5	2	2	0.05	0	991267920	11473.0083333333	819.500595238095
all	3	21	no	6	3	4	0	0	991525920	11475.9944444444	819.713888888889
all	3	21	no	6	3	4	0.025	0	991525920	11475.9944444444	819.713888888889
2d	1	52.5	no	5	3	3	0	0	994637640	11512.0097222222	822.286408730159
2d	1	70	no	5	4	3	0	0	994637640	11512.0097222222	822.286408730159
2d	1	52.5	no	5	3	3	0.025	0	994637640	11512.0097222222	822.286408730159
2d	1	70	no	5	4	3	0.025	0	994637640	11512.0097222222	822.286408730159
2d	1	52.5	no	5	3	3	0.05	0	994637640	11512.0097222222	822.286408730159
2d	1	70	no	5	4	3	0.05	0	994637640	11512.0097222222	822.286408730159
2d	1	52.5	no	5	3	3	0.075	0	994637640	11512.0097222222	822.286408730159
2d	1	70	no	5	4	3	0.075	0	994637640	11512.0097222222	822.286408730159
2d	1	52.5	no	5	3	3	0.1	0	994637640	11512.0097222222	822.286408730159
2d	1	70	no	5	4	3	0.1	0	994637640	11512.0097222222	822.286408730159
3d	2	42	no	6	3	1	0	0	995327280	11519.9916666667	822.856547619048
3d	2	42	no	6	3	2	0	0	995327280	11519.9916666667	822.856547619048
3d	2	42	no	6	3	3	0	0	995327280	11519.9916666667	822.856547619048
3d	2	56	no	6	4	1	0	0	995327280	11519.9916666667	822.856547619048
3d	2	56	no	6	4	2	0	0	995327280	11519.9916666667	822.856547619048
3d	2	56	no	6	4	3	0	0	995327280	11519.9916666667	822.856547619048
4d	3	42	no	6	4	1	0	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	2	0	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	3	0	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	4	0	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	1	0.025	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	2	0.025	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	3	0.025	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	4	0.025	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	1	0.05	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	2	0.05	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	3	0.05	0	995759400	11524.9930555556	823.21378968254
4d	3	42	no	6	4	4	0.05	0	995759400	11524.9930555556	823.21378968254
2d	2	52.5	no	5	3	1	0	0	997746480	11547.9916666667	824.856547619048
2d	2	52.5	no	5	3	2	0	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	1	0	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	2	0	0	997746480	11547.9916666667	824.856547619048
2d	2	52.5	no	5	3	1	0.025	0	997746480	11547.9916666667	824.856547619048
2d	2	52.5	no	5	3	2	0.025	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	1	0.025	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	2	0.025	0	997746480	11547.9916666667	824.856547619048
2d	2	52.5	no	5	3	1	0.05	0	997746480	11547.9916666667	824.856547619048
2d	2	52.5	no	5	3	2	0.05	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	1	0.05	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	2	0.05	0	997746480	11547.9916666667	824.856547619048
2d	2	52.5	no	5	3	1	0.075	0	997746480	11547.9916666667	824.856547619048
2d	2	52.5	no	5	3	2	0.075	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	1	0.075	0	997746480	11547.9916666667	824.856547619048
2d	2	70	no	5	4	2	0.075	0	997746480	11547.9916666667	824.856547619048
2d	2	84	no	6	4	1	0	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	2	0	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	1	0.025	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	2	0.025	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	1	0.05	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	2	0.05	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	1	0.075	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	2	0.075	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	1	0.1	0	999388080	11566.9916666667	826.21369047619
2d	2	84	no	6	4	2	0.1	0	999388080	11566.9916666667	826.21369047619
1d	2	84	no	3	4	1	0.075	0	1002757680	11605.9916666667	828.999404761905
1d	2	84	no	3	4	1	0.1	0	1002757680	11605.9916666667	828.999404761905
2d	1	14	yes	1	4	1	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	2	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	3	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	4	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	1	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	2	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	3	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	4	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	1	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	2	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	3	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	4	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	1	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	2	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	3	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	4	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	1	0.1	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	2	0.1	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	3	0.1	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	yes	1	4	4	0.1	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	1	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	2	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	3	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	4	0	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	1	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	2	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	3	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	4	0.025	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	1	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	2	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	3	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	4	0.05	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	1	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	2	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	3	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	4	0.075	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	1	0.1	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	2	0.1	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	3	0.1	0	1003103280	11609.9916666667	829.285119047619
2d	1	14	no	1	4	4	0.1	0	1003103280	11609.9916666667	829.285119047619
1d	2	84	no	4	3	1	0	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	2	0	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	1	0	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	2	0	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	1	0.025	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	2	0.025	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	1	0.025	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	2	0.025	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	1	0.05	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	2	0.05	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	1	0.05	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	2	0.05	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	1	0.075	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	2	0.075	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	1	0.075	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	2	0.075	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	1	0.1	0	1003362480	11612.9916666667	829.499404761905
1d	2	84	no	4	3	2	0.1	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	1	0.1	0	1003362480	11612.9916666667	829.499404761905
1d	2	112	no	4	4	2	0.1	0	1003362480	11612.9916666667	829.499404761905
3d	24	16.3333333333333	yes	5	3	3	0	0	1004140440	11621.9958333333	830.14255952381
1d	2	84	no	3	4	1	0	0	1004572080	11626.9916666667	830.499404761905
1d	2	84	no	3	4	1	0.025	0	1004572080	11626.9916666667	830.499404761905
1d	2	84	no	3	4	1	0.05	0	1004572080	11626.9916666667	830.499404761905
3d	24	14	yes	4	3	3	0	0	1006559400	11649.9930555556	832.142361111111
3d	24	18.6666666666667	yes	5	4	1	0	0	1006991760	11654.9972222222	832.499801587302
2d	24	10.5	no	3	1	1	0.1	0	1007510040	11660.9958333333	832.928273809524
2d	24	10.5	no	3	1	1	0.075	0	1008287640	11669.9958333333	833.571130952381
3d	3	28	no	4	3	1	0.05	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	2	0.05	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	3	0.05	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	1	0.075	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	2	0.075	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	3	0.075	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	1	0.1	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	2	0.1	0	1009496880	11683.9916666667	834.570833333333
3d	3	28	no	4	3	3	0.1	0	1009496880	11683.9916666667	834.570833333333
1d	24	35	yes	5	1	1	0.075	0	1010965680	11700.9916666667	835.785119047619
3d	2	46.6666666666667	no	5	4	1	0	0	1011656880	11708.9916666667	836.356547619048
3d	2	46.6666666666667	no	5	4	2	0	0	1011656880	11708.9916666667	836.356547619048
3d	2	46.6666666666667	no	5	4	3	0	0	1011656880	11708.9916666667	836.356547619048
3d	2	46.6666666666667	no	5	4	1	0.025	0	1011656880	11708.9916666667	836.356547619048
3d	2	46.6666666666667	no	5	4	2	0.025	0	1011656880	11708.9916666667	836.356547619048
3d	2	46.6666666666667	no	5	4	3	0.025	0	1011656880	11708.9916666667	836.356547619048
4d	24	10.5	no	3	2	1	0	0	1013644320	11731.9944444444	837.999603174603
4d	24	10.5	no	3	2	1	0.025	0	1013644320	11731.9944444444	837.999603174603
4d	24	10.5	no	3	2	1	0.05	0	1013644320	11731.9944444444	837.999603174603
4d	24	12.25	yes	6	2	4	0.05	0	1014681240	11743.9958333333	838.856845238095
4d	24	12.25	yes	6	2	4	0.025	0	1015113240	11748.9958333333	839.213988095238
all	24	11.6666666666667	no	5	2	1	0.025	0	1016927640	11769.9958333333	840.713988095238
2d	3	31.5	no	3	3	3	0.075	0	1017877920	11780.9944444444	841.499603174603
all	24	4.66666666666667	yes	2	3	4	0	0	1017964080	11781.9916666667	841.570833333333
4d	3	14	no	2	4	1	0.05	0	1018050720	11782.9944444444	841.64246031746
4d	3	14	no	2	4	2	0.05	0	1018050720	11782.9944444444	841.64246031746
4d	3	14	no	2	4	3	0.05	0	1018050720	11782.9944444444	841.64246031746
4d	3	14	no	2	4	1	0.075	0	1018050720	11782.9944444444	841.64246031746
4d	3	14	no	2	4	2	0.075	0	1018050720	11782.9944444444	841.64246031746
4d	3	14	no	2	4	3	0.075	0	1018050720	11782.9944444444	841.64246031746
4d	24	5.25	no	3	1	2	0.025	0	1020037920	11805.9944444444	843.285317460318
4d	24	5.25	no	3	1	2	0.05	0	1020037920	11805.9944444444	843.285317460318
4d	24	5.25	no	3	1	2	0.075	0	1020037920	11805.9944444444	843.285317460318
4d	24	5.25	no	3	1	2	0.1	0	1020037920	11805.9944444444	843.285317460318
all	25	3.5	yes	1	3	2	0.075	0	1020512820	11811.4909722222	843.677926587302
all	25	3.5	no	1	3	2	0.075	0	1020512820	11811.4909722222	843.677926587302
3d	3	35	no	5	3	1	0.075	0	1020815280	11814.9916666667	843.927976190476
3d	3	35	no	5	3	2	0.075	0	1020815280	11814.9916666667	843.927976190476
3d	3	35	no	5	3	3	0.075	0	1020815280	11814.9916666667	843.927976190476
4d	24	5.25	no	3	1	2	0	0	1021161120	11818.9944444444	844.213888888889
3d	3	18.6666666666667	no	4	2	4	0	0	1023322320	11844.0083333333	846.000595238095
3d	3	18.6666666666667	no	4	2	4	0.025	0	1023408720	11845.0083333333	846.072023809524
3d	3	18.6666666666667	no	4	2	4	0.05	0	1023408720	11845.0083333333	846.072023809524
3d	3	18.6666666666667	no	4	2	4	0.075	0	1023408720	11845.0083333333	846.072023809524
3d	3	18.6666666666667	no	4	2	4	0.1	0	1023408720	11845.0083333333	846.072023809524
4d	3	7	no	2	2	4	0.075	0	1023840720	11850.0083333333	846.429166666667
4d	3	7	no	2	2	4	0.1	0	1023840720	11850.0083333333	846.429166666667
4d	3	7	no	2	2	4	0	0	1024186320	11854.0083333333	846.714880952381
4d	3	7	no	2	2	4	0.025	0	1024186320	11854.0083333333	846.714880952381
4d	3	7	no	2	2	4	0.05	0	1024186320	11854.0083333333	846.714880952381
all	3	17.5	no	5	3	4	0.025	0	1024531800	11858.0069444444	847.000496031746
2d	24	21	yes	5	2	2	0.025	0	1024790160	11860.9972222222	847.214087301587
2d	24	21	yes	6	1	2	0.05	0	1025222160	11865.9972222222	847.57123015873
all	3	23.3333333333333	no	5	4	1	0.075	0	1028160600	11900.0069444444	850.000496031746
all	3	23.3333333333333	no	5	4	2	0.075	0	1028160600	11900.0069444444	850.000496031746
all	3	23.3333333333333	no	5	4	3	0.075	0	1028160600	11900.0069444444	850.000496031746
4d	3	26.25	no	5	3	4	0	0	1029370320	11914.0083333333	851.000595238095
4d	3	26.25	no	5	3	4	0.025	0	1029370320	11914.0083333333	851.000595238095
all	3	17.5	no	5	3	1	0.1	0	1033949400	11967.0069444444	854.78621031746
all	3	17.5	no	5	3	2	0.1	0	1033949400	11967.0069444444	854.78621031746
