surge_set	surge_count	time_to_id_days	window_overlap	window_size_samples	start_threshold	exit_threshold	delta_threshold_start	delta_threshold_exit	match_cost_sec	match_cost_days	match_cost_days_per_surge
1d	14	14	yes	1	2	2	0.025	0	33609840	389.002777777778	27.7859126984127
1d	14	14	no	1	2	2	0.025	0	33609840	389.002777777778	27.7859126984127
1d	14	14	yes	1	2	2	0	0	35597160	412.004166666667	29.428869047619
1d	14	14	no	1	2	2	0	0	35597160	412.004166666667	29.428869047619
3d	14	16.3333333333333	yes	4	4	4	0	0	43459080	502.998611111111	35.9284722222222
4d	14	5.25	yes	1	3	3	0.05	0	46914840	542.995833333333	38.7854166666667
4d	14	5.25	yes	1	3	3	0.075	0	46914840	542.995833333333	38.7854166666667
4d	14	5.25	no	1	3	3	0.05	0	46914840	542.995833333333	38.7854166666667
4d	14	5.25	no	1	3	3	0.075	0	46914840	542.995833333333	38.7854166666667
3d	14	11.6666666666667	yes	3	3	4	0.075	0	47692680	551.998611111111	39.4284722222222
4d	14	5.25	yes	1	3	3	0.025	0	49938840	577.995833333333	41.2854166666667
4d	14	5.25	no	1	3	3	0.025	0	49938840	577.995833333333	41.2854166666667
3d	14	18.6666666666667	yes	5	4	3	0.05	0	62726880	726.005555555556	51.8575396825397
all	14	5.83333333333333	yes	2	4	4	0.05	0	63244440	731.995833333333	52.2854166666667
3d	14	14	no	3	2	2	0.025	0	67219080	777.998611111111	55.5713293650794
all	14	14	no	4	3	1	0	0	67478160	780.997222222222	55.7855158730159
4d	14	14	yes	5	4	4	0.05	0	72575160	839.990277777778	59.9993055555556
2d	14	31.5	yes	6	4	2	0	0	74822520	866.001388888889	61.8572420634921
2d	14	21	yes	6	1	4	0.1	0	75514080	874.005555555556	62.4289682539683
2d	14	24.5	yes	6	2	4	0	0	75859200	878	62.7142857142857
4d	14	10.5	no	2	3	1	0.025	0	76722840	887.995833333333	63.4282738095238
4d	14	10.5	no	2	3	1	0.05	0	76722840	887.995833333333	63.4282738095238
2d	14	24.5	yes	6	2	3	0.025	0	77674080	899.005555555556	64.2146825396825
1d	14	21	yes	3	1	3	0.05	0	79661400	922.006944444444	65.8576388888889
1d	14	21	yes	3	1	3	0	0	80266200	929.006944444444	66.3576388888889
1d	14	21	yes	3	1	3	0.025	0	80266200	929.006944444444	66.3576388888889
1d	14	21	yes	3	1	3	0.1	0	80266200	929.006944444444	66.3576388888889
1d	14	21	yes	3	1	3	0.075	0	80871000	936.006944444444	66.8576388888889
1d	14	35	yes	5	1	2	0	0	81216360	940.004166666667	67.1431547619048
1d	14	35	yes	5	1	2	0.025	0	81216360	940.004166666667	67.1431547619048
3d	14	16.3333333333333	yes	4	4	2	0.05	0	84758160	980.997222222222	70.0712301587302
3d	14	16.3333333333333	yes	4	4	3	0.05	0	84758160	980.997222222222	70.0712301587302
4d	14	12.25	yes	4	4	3	0.075	0	84758640	981.002777777778	70.071626984127
2d	14	14	no	2	2	1	0.075	0	86313960	999.004166666667	71.3574404761905
2d	14	10.5	no	3	1	2	0.1	0	87091800	1008.00694444444	72.000496031746
2d	14	10.5	no	3	1	2	0.025	0	87869400	1017.00694444444	72.6433531746032
2d	14	10.5	no	3	1	2	0.05	0	87869400	1017.00694444444	72.6433531746032
2d	14	10.5	no	3	1	2	0.075	0	87869400	1017.00694444444	72.6433531746032
all	14	11.6666666666667	no	5	2	2	0.05	0	88387800	1023.00694444444	73.0719246031746
all	14	4.66666666666667	yes	1	4	1	0	0	88733160	1027.00416666667	73.3574404761905
all	14	4.66666666666667	no	1	4	1	0	0	88733160	1027.00416666667	73.3574404761905
2d	14	10.5	no	3	1	2	0	0	89511000	1036.00694444444	74.000496031746
4d	14	7	yes	2	3	4	0.1	0	89856000	1040	74.2857142857143
4d	14	12.25	yes	4	4	1	0.1	0	90115440	1043.00277777778	74.5001984126984
4d	14	12.25	yes	4	4	2	0.1	0	90115440	1043.00277777778	74.5001984126984
3d	14	14	no	3	2	1	0.075	0	92103000	1066.00694444444	76.1433531746032
3d	14	14	no	3	2	1	0.1	0	92103000	1066.00694444444	76.1433531746032
3d	14	18.6666666666667	yes	5	4	4	0	0	94435440	1093.00277777778	78.071626984127
3d	14	14	no	6	1	2	0.025	0	96596040	1118.00972222222	79.8578373015873
3d	14	14	no	6	1	2	0.05	0	96596040	1118.00972222222	79.8578373015873
3d	14	14	no	6	1	2	0.075	0	96596040	1118.00972222222	79.8578373015873
3d	14	14	no	6	1	2	0.1	0	96596040	1118.00972222222	79.8578373015873
all	14	10.5	yes	6	4	1	0.1	0	96940680	1121.99861111111	80.1427579365079
all	14	10.5	yes	6	4	2	0.1	0	96940680	1121.99861111111	80.1427579365079
all	14	10.5	yes	6	4	3	0.1	0	96940680	1121.99861111111	80.1427579365079
all	14	10.5	yes	6	4	4	0.1	0	96940680	1121.99861111111	80.1427579365079
all	14	5.83333333333333	yes	2	4	1	0.075	0	97545240	1128.99583333333	80.6425595238095
all	14	5.83333333333333	yes	2	4	2	0.075	0	97545240	1128.99583333333	80.6425595238095
3d	14	14	no	6	1	2	0	0	99015240	1146.00972222222	81.8578373015873
all	14	4.66666666666667	no	2	2	3	0.075	0	104372040	1208.00972222222	86.2864087301587
2d	14	17.5	no	5	1	1	0.025	0	104372040	1208.00972222222	86.2864087301587
all	14	7	no	2	3	2	0.05	0	105148680	1216.99861111111	86.9284722222222
all	14	4.66666666666667	no	2	2	3	0	0	106100040	1228.00972222222	87.7149801587302
all	14	4.66666666666667	no	2	2	3	0.025	0	106100040	1228.00972222222	87.7149801587302
all	14	4.66666666666667	no	2	2	3	0.05	0	106100040	1228.00972222222	87.7149801587302
4d	14	8.75	no	5	1	2	0.1	0	106704600	1235.00694444444	88.2147817460317
4d	14	8.75	no	5	1	2	0	0	107568600	1245.00694444444	88.9290674603175
4d	14	8.75	no	5	1	2	0.025	0	107568600	1245.00694444444	88.9290674603175
4d	14	8.75	no	5	1	2	0.05	0	107568600	1245.00694444444	88.9290674603175
4d	14	8.75	no	5	1	2	0.075	0	107568600	1245.00694444444	88.9290674603175
4d	14	12.25	yes	5	3	4	0.1	0	109467960	1266.99027777778	90.4993055555556
3d	14	16.3333333333333	yes	5	3	4	0.025	0	110506440	1279.00972222222	91.3578373015873
2d	14	14	yes	2	3	2	0.025	0	112061040	1297.00277777778	92.6430555555555
2d	14	21	yes	4	3	2	0.025	0	116381520	1347.00833333333	96.214880952381
2d	14	21	yes	4	3	2	0.05	0	116381520	1347.00833333333	96.214880952381
1d	13	14	yes	1	2	2	0.05	0	118454760	1371.00416666667	97.928869047619
1d	13	14	yes	1	2	2	0.075	0	118454760	1371.00416666667	97.928869047619
1d	13	14	yes	1	2	2	0.1	0	118454760	1371.00416666667	97.928869047619
1d	13	14	no	1	2	2	0.05	0	118454760	1371.00416666667	97.928869047619
1d	13	14	no	1	2	2	0.075	0	118454760	1371.00416666667	97.928869047619
1d	13	14	no	1	2	2	0.1	0	118454760	1371.00416666667	97.928869047619
3d	14	16.3333333333333	yes	5	3	1	0.1	0	122602320	1419.00833333333	101.357738095238
3d	14	16.3333333333333	yes	5	3	2	0.1	0	122602320	1419.00833333333	101.357738095238
all	14	7	yes	3	4	1	0.1	0	123379080	1427.99861111111	101.999900793651
all	14	7	yes	3	4	2	0.1	0	123379080	1427.99861111111	101.999900793651
4d	15	14	yes	6	3	3	0.1	0	128088180	1482.50208333333	105.893005952381
3d	15	9.33333333333333	yes	2	3	3	0.1	0	128174340	1483.49930555556	105.964236111111
4d	13	10.5	no	2	3	2	0	0	129081720	1494.00138888889	106.714384920635
3d	13	14	yes	4	3	4	0.1	0	133142880	1541.00555555556	110.071825396825
2d	15	21	no	3	2	1	0.1	0	135000420	1562.50486111111	111.607490079365
4d	15	14	yes	5	4	3	0.05	0	135259500	1565.50347222222	111.821676587302
2d	15	21	no	3	2	1	0.075	0	135778020	1571.50486111111	112.250347222222
4d	15	10.5	yes	3	4	4	0.025	0	136641780	1581.50208333333	112.96443452381
1d	14	35	yes	4	2	1	0.05	0	137203560	1588.00416666667	113.428869047619
3d	13	14	yes	3	4	4	0	0	137203680	1588.00555555556	113.428968253968
all	15	5.83333333333333	yes	2	4	4	0.025	0	137246100	1588.49652777778	113.464037698413
4d	13	10.5	yes	3	4	1	0.075	0	138499440	1603.00277777778	114.500198412698
1d	14	42	yes	5	2	1	0.05	0	140314320	1624.00833333333	116.000595238095
3d	15	11.6666666666667	yes	3	3	4	0.05	0	141566340	1638.49930555556	117.03566468254
all	15	7	no	6	1	2	0.1	0	141825900	1641.50347222222	117.250248015873
all	13	4.66666666666667	no	2	2	3	0.1	0	142733160	1652.00416666667	118.000297619048
all	15	7	no	6	1	2	0.075	0	143035500	1655.50347222222	118.250248015873
all	14	9.33333333333333	yes	5	4	3	0.1	0	143597520	1662.00833333333	118.714880952381
all	15	7	no	6	1	2	0	0	143640300	1662.50347222222	118.750248015873
all	15	7	no	6	1	2	0.025	0	143640300	1662.50347222222	118.750248015873
all	15	7	no	6	1	2	0.05	0	144245100	1669.50347222222	119.250248015873
1d	14	28	yes	4	1	2	0.1	0	144375240	1671.00972222222	119.357837301587
2d	15	14	no	2	2	1	0.025	0	145108500	1679.49652777778	119.964037698413
2d	15	14	no	2	2	1	0.05	0	145108500	1679.49652777778	119.964037698413
2d	14	28	yes	6	3	2	0.025	0	145412040	1683.00972222222	120.21498015873
2d	14	28	yes	6	3	2	0.05	0	145412040	1683.00972222222	120.21498015873
all	13	10.5	no	3	3	1	0	0	146534520	1696.00138888889	121.142956349206
3d	15	14	yes	5	2	4	0.1	0	147787380	1710.50208333333	122.178720238095
4d	15	10.5	no	3	2	2	0	0	148392180	1717.50208333333	122.678720238095
4d	15	10.5	no	3	2	2	0.025	0	148392180	1717.50208333333	122.678720238095
4d	15	10.5	no	3	2	2	0.05	0	148392180	1717.50208333333	122.678720238095
4d	15	10.5	no	3	2	2	0.075	0	148392180	1717.50208333333	122.678720238095
4d	15	10.5	no	3	2	2	0.1	0	148392180	1717.50208333333	122.678720238095
4d	14	17.5	no	5	2	1	0	0	148522320	1719.00833333333	122.78630952381
4d	14	17.5	no	5	2	1	0.025	0	148522320	1719.00833333333	122.78630952381
4d	13	10.5	yes	3	4	4	0.05	0	148953600	1724	123.142857142857
4d	13	14	yes	6	3	4	0.1	0	149040120	1725.00138888889	123.214384920635
4d	15	10.5	yes	3	4	3	0.05	0	149342460	1728.50069444444	123.46433531746
3d	15	14	yes	5	2	4	0.075	0	149947380	1735.50208333333	123.96443452381
1d	13	21	yes	2	2	2	0.075	0	151113960	1749.00416666667	124.928869047619
1d	15	21	yes	2	2	2	0	0	152107020	1760.49791666667	125.749851190476
3d	15	16.3333333333333	yes	4	4	2	0.025	0	152452500	1764.49652777778	126.035466269841
3d	15	16.3333333333333	yes	4	4	3	0.025	0	152452500	1764.49652777778	126.035466269841
4d	13	10.5	no	2	3	1	0.075	0	152495640	1764.99583333333	126.071130952381
3d	13	16.3333333333333	yes	6	2	4	0	0	152669520	1767.00833333333	126.214880952381
2d	15	21	yes	6	1	3	0.1	0	152712300	1767.50347222222	126.250248015873
2d	15	24.5	yes	6	2	3	0	0	152884500	1769.49652777778	126.392609126984
3d	13	11.6666666666667	no	5	1	2	0.075	0	152928480	1770.00555555556	126.428968253968
3d	13	11.6666666666667	no	5	1	2	0.1	0	152928480	1770.00555555556	126.428968253968
3d	13	11.6666666666667	yes	2	4	1	0	0	153792120	1780.00138888889	127.142956349206
3d	13	11.6666666666667	yes	2	4	2	0	0	153792120	1780.00138888889	127.142956349206
1d	15	21	yes	2	2	2	0.05	0	153921420	1781.49791666667	127.249851190476
2d	15	21	yes	5	2	3	0.075	0	154180620	1784.49791666667	127.464136904762
1d	15	21	yes	2	2	2	0.025	0	154526220	1788.49791666667	127.749851190476
all	15	11.6666666666667	no	5	2	2	0.025	0	154527060	1788.50763888889	127.750545634921
4d	13	14	yes	5	4	1	0.075	0	154655880	1789.99861111111	127.857043650794
4d	13	14	yes	5	4	2	0.075	0	154655880	1789.99861111111	127.857043650794
3d	15	14	yes	5	2	4	0.05	0	154958580	1793.50208333333	128.107291666667
1d	15	35	yes	3	3	1	0	0	155391300	1798.51041666667	128.465029761905
3d	15	16.3333333333333	yes	5	3	4	0	0	155476980	1799.50208333333	128.535863095238
all	14	7	no	2	3	1	0.1	0	156642960	1812.99722222222	129.499801587302
3d	14	14	yes	3	4	2	0.05	0	156730320	1814.00833333333	129.572023809524
2d	15	21	yes	5	2	2	0.1	0	157291740	1820.50625	130.036160714286
1d	15	21	yes	3	1	2	0.05	0	157377300	1821.49652777778	130.10689484127
3d	15	14	yes	5	2	4	0.025	0	157377780	1821.50208333333	130.107291666667
all	15	11.6666666666667	no	5	2	2	0	0	157551060	1823.50763888889	130.250545634921
2d	13	17.5	no	5	1	1	0.05	0	157594440	1824.00972222222	130.286408730159
2d	13	17.5	no	5	1	1	0.075	0	157594440	1824.00972222222	130.286408730159
2d	13	17.5	no	5	1	1	0.1	0	157594440	1824.00972222222	130.286408730159
1d	15	21	yes	3	1	2	0	0	157982100	1828.49652777778	130.60689484127
1d	15	21	yes	3	1	2	0.025	0	157982100	1828.49652777778	130.60689484127
2d	15	21	yes	6	1	4	0	0	158327820	1832.49791666667	130.892708333333
2d	15	21	yes	6	1	4	0.025	0	158327820	1832.49791666667	130.892708333333
1d	15	21	yes	3	1	2	0.075	0	158586900	1835.49652777778	131.10689484127
3d	15	14	no	3	2	2	0	0	158846340	1838.49930555556	131.321378968254
1d	15	21	yes	3	1	2	0.1	0	159191700	1842.49652777778	131.60689484127
3d	13	14	no	3	2	2	0.05	0	159407880	1844.99861111111	131.785615079365
all	13	11.6666666666667	no	5	2	2	0.075	0	159581040	1847.00277777778	131.92876984127
3d	13	11.6666666666667	no	5	1	2	0	0	159667800	1848.00694444444	132.000496031746
3d	13	11.6666666666667	no	5	1	2	0.025	0	159667800	1848.00694444444	132.000496031746
3d	13	11.6666666666667	no	5	1	2	0.05	0	159667800	1848.00694444444	132.000496031746
2d	15	21	yes	6	1	4	0.05	0	160574220	1858.49791666667	132.749851190476
2d	15	21	yes	6	1	4	0.075	0	161006220	1863.49791666667	133.106994047619
4d	15	7	yes	2	3	4	0.075	0	161611020	1870.49791666667	133.606994047619
1d	14	49	yes	6	2	1	0	0	162087120	1876.00833333333	134.000595238095
3d	15	21	yes	6	4	1	0.025	0	162648060	1882.50069444444	134.46433531746
2d	14	14	yes	4	1	4	0.1	0	163124040	1888.00972222222	134.857837301587
2d	15	17.5	yes	3	3	1	0.1	0	163252620	1889.49791666667	134.964136904762
2d	15	17.5	yes	3	3	2	0.1	0	163252620	1889.49791666667	134.964136904762
2d	13	28	yes	6	3	3	0	0	163382760	1891.00416666667	135.071726190476
2d	13	28	yes	6	3	4	0	0	163382760	1891.00416666667	135.071726190476
2d	13	21	yes	3	4	2	0	0	163814520	1896.00138888889	135.428670634921
2d	14	14	yes	4	1	4	0.075	0	163901640	1897.00972222222	135.500694444444
1d	13	21	no	3	1	1	0.075	0	164678880	1906.00555555556	136.143253968254
2d	14	14	yes	4	1	4	0.025	0	164938440	1909.00972222222	136.357837301587
2d	14	14	yes	4	1	4	0.05	0	164938440	1909.00972222222	136.357837301587
2d	13	24.5	yes	6	2	4	0.025	0	165024360	1910.00416666667	136.428869047619
3d	13	14	yes	6	1	4	0.1	0	165111240	1911.00972222222	136.500694444444
2d	14	14	yes	4	1	4	0	0	165543240	1916.00972222222	136.857837301587
3d	13	14	yes	6	1	4	0.075	0	165716040	1918.00972222222	137.000694444444
2d	13	24.5	yes	6	2	3	0.05	0	167271000	1936.00694444444	138.28621031746
1d	13	21	no	3	1	1	0	0	168307680	1948.00555555556	139.143253968254
1d	13	21	no	3	1	1	0.025	0	168307680	1948.00555555556	139.143253968254
1d	13	21	no	3	1	1	0.05	0	168307680	1948.00555555556	139.143253968254
2d	15	24.5	yes	5	3	2	0.025	0	168869460	1954.50763888889	139.607688492063
2d	15	24.5	yes	5	3	3	0.025	0	168869460	1954.50763888889	139.607688492063
2d	15	17.5	no	5	1	1	0	0	170078940	1968.50625	140.607589285714
all	15	2.33333333333333	no	2	1	3	0	0	170856540	1977.50625	141.250446428571
all	15	2.33333333333333	no	2	1	3	0.025	0	170856540	1977.50625	141.250446428571
all	15	2.33333333333333	no	2	1	3	0.05	0	170856540	1977.50625	141.250446428571
all	15	2.33333333333333	no	2	1	3	0.075	0	170856540	1977.50625	141.250446428571
all	15	2.33333333333333	no	2	1	3	0.1	0	170856540	1977.50625	141.250446428571
4d	15	14	no	4	2	1	0.05	0	170942340	1978.49930555556	141.321378968254
4d	15	14	no	4	2	1	0.075	0	170942340	1978.49930555556	141.321378968254
4d	15	14	no	4	2	1	0.1	0	170942340	1978.49930555556	141.321378968254
2d	15	21	yes	3	4	1	0	0	171115380	1980.50208333333	141.46443452381
3d	15	21	yes	6	4	2	0	0	172583820	1997.49791666667	142.678422619048
1d	13	35	yes	5	1	2	0.05	0	173491320	2008.00138888889	143.428670634921
2d	15	21	yes	4	3	1	0.1	0	173794020	2011.50486111111	143.678918650794
2d	15	24.5	yes	5	3	2	0	0	173880660	2012.50763888889	143.750545634921
2d	15	24.5	yes	5	3	3	0	0	173880660	2012.50763888889	143.750545634921
1d	15	35	yes	4	2	1	0.025	0	174830700	2023.50347222222	144.535962301587
2d	13	21	yes	4	3	2	0.1	0	174960480	2025.00555555556	144.643253968254
all	13	14	no	6	2	2	0	0	175479120	2031.00833333333	145.072023809524
2d	13	21	yes	4	3	2	0.075	0	175997280	2037.00555555556	145.500396825397
3d	13	16.3333333333333	yes	5	3	4	0.075	0	176256720	2040.00833333333	145.714880952381
2d	15	17.5	yes	3	3	3	0.075	0	176557620	2043.49097222222	145.963640873016
2d	13	17.5	yes	4	2	3	0.025	0	176601720	2044.00138888889	146.000099206349
3d	14	18.6666666666667	yes	6	3	3	0.075	0	176688720	2045.00833333333	146.072023809524
4d	13	17.5	no	5	2	1	0.05	0	177034320	2049.00833333333	146.357738095238
4d	13	17.5	no	5	2	1	0.075	0	177034320	2049.00833333333	146.357738095238
2d	13	14	no	2	2	1	0.1	0	177120240	2050.00277777778	146.42876984127
all	15	3.5	yes	1	3	3	0.075	0	177509220	2054.50486111111	146.750347222222
all	15	3.5	yes	1	3	3	0.1	0	177509220	2054.50486111111	146.750347222222
all	15	3.5	no	1	3	3	0.075	0	177509220	2054.50486111111	146.750347222222
all	15	3.5	no	1	3	3	0.1	0	177509220	2054.50486111111	146.750347222222
2d	13	17.5	yes	4	2	3	0	0	177638520	2056.00138888889	146.857242063492
2d	13	17.5	yes	3	3	3	0.1	0	178415520	2064.99444444444	147.499603174603
4d	15	8.75	yes	2	4	3	0.025	0	178631580	2067.49513888889	147.678224206349
3d	15	18.6666666666667	yes	6	3	1	0.1	0	178632540	2067.50625	147.679017857143
3d	15	18.6666666666667	yes	6	3	2	0.1	0	178632540	2067.50625	147.679017857143
3d	15	14	yes	6	1	4	0.05	0	178719180	2068.50902777778	147.75064484127
3d	13	14	yes	3	4	3	0.05	0	179539920	2078.00833333333	148.429166666667
3d	15	14	yes	6	1	4	0.025	0	180187980	2085.50902777778	148.964930555556
2d	15	28	yes	5	4	1	0	0	183298260	2121.50763888889	151.536259920635
3d	15	16.3333333333333	yes	4	4	1	0.05	0	183556500	2124.49652777778	151.749751984127
all	13	9.33333333333333	yes	5	4	4	0.1	0	184464480	2135.00555555556	152.500396825397
3d	13	16.3333333333333	yes	5	3	4	0.05	0	184637280	2137.00555555556	152.643253968254
2d	13	14	yes	2	3	2	0.075	0	184637520	2137.00833333333	152.643452380952
2d	13	14	yes	2	3	2	0.05	0	185069520	2142.00833333333	153.000595238095
1d	13	49	yes	5	3	1	0	0	185415120	2146.00833333333	153.28630952381
1d	15	28	yes	4	1	2	0.05	0	192284100	2225.51041666667	158.965029761905
1d	15	28	yes	4	1	2	0.075	0	192284100	2225.51041666667	158.965029761905
1d	15	28	yes	4	1	2	0	0	193493700	2239.51041666667	159.965029761905
1d	15	28	yes	4	1	2	0.025	0	193493700	2239.51041666667	159.965029761905
1d	13	35	yes	3	3	1	0.025	0	194141400	2247.00694444444	160.500496031746
4d	13	21	no	6	2	1	0	0	194746320	2254.00833333333	161.000595238095
3d	13	18.6666666666667	yes	6	3	3	0.1	0	196992720	2280.00833333333	162.857738095238
4d	13	5.25	no	3	1	3	0	0	197251680	2283.00555555556	163.071825396825
4d	13	5.25	no	3	1	3	0.025	0	197251680	2283.00555555556	163.071825396825
4d	13	5.25	no	3	1	3	0.05	0	197251680	2283.00555555556	163.071825396825
4d	13	5.25	no	3	1	3	0.075	0	197251680	2283.00555555556	163.071825396825
4d	13	5.25	no	3	1	3	0.1	0	197251680	2283.00555555556	163.071825396825
4d	13	8.75	yes	2	4	3	0.05	0	200188320	2316.99444444444	165.499603174603
3d	14	7	yes	1	3	2	0.075	0	203903160	2359.99027777778	168.570734126984
3d	14	7	no	1	3	2	0.075	0	203903160	2359.99027777778	168.570734126984
2d	13	10.5	yes	3	1	4	0.05	0	205200840	2375.00972222222	169.643551587302
2d	13	10.5	yes	3	1	4	0.075	0	205200840	2375.00972222222	169.643551587302
2d	13	10.5	yes	3	1	4	0.1	0	205200840	2375.00972222222	169.643551587302
2d	15	24.5	yes	4	4	1	0	0	206884740	2394.49930555556	171.03566468254
2d	13	24.5	yes	4	4	2	0	0	207101280	2397.00555555556	171.214682539683
2d	13	10.5	yes	3	1	4	0	0	208052040	2408.00972222222	172.000694444444
2d	13	10.5	yes	3	1	4	0.025	0	208052040	2408.00972222222	172.000694444444
3d	16	18.6666666666667	yes	5	4	2	0.05	0	209088240	2420.00277777778	172.857341269841
3d	13	16.3333333333333	yes	5	3	3	0.1	0	209088600	2420.00694444444	172.857638888889
3d	12	14	yes	3	4	4	0.025	0	211680360	2450.00416666667	175.000297619048
3d	12	11.6666666666667	yes	3	3	4	0.1	0	212284800	2457	175.5
all	13	7	yes	3	4	3	0.1	0	214530960	2482.99722222222	177.356944444444
all	12	7	yes	3	4	4	0.075	0	217900920	2522.00138888889	180.142956349206
2d	15	24.5	yes	6	2	2	0.075	0	218549700	2529.51041666667	180.67931547619
4d	12	12.25	yes	4	4	4	0.075	0	219369720	2539.00138888889	181.357242063492
all	16	7	yes	3	4	4	0.05	0	220061160	2547.00416666667	181.928869047619
3d	16	9.33333333333333	no	2	2	2	0.075	0	221098200	2559.00694444444	182.78621031746
3d	16	9.33333333333333	no	2	2	2	0.1	0	221098200	2559.00694444444	182.78621031746
4d	16	14	yes	6	3	1	0.1	0	221270400	2561	182.928571428571
4d	16	14	yes	6	3	2	0.1	0	221270400	2561	182.928571428571
3d	12	7	yes	2	2	4	0	0	221443200	2563	183.071428571429
3d	12	7	yes	2	2	4	0.025	0	221443200	2563	183.071428571429
3d	12	7	yes	2	2	4	0.05	0	221443200	2563	183.071428571429
3d	16	9.33333333333333	no	2	2	2	0.05	0	222307800	2573.00694444444	183.78621031746
all	12	3.5	no	3	1	3	0	0	222480600	2575.00694444444	183.929067460317
all	12	3.5	no	3	1	3	0.025	0	222739800	2578.00694444444	184.143353174603
all	12	3.5	no	3	1	3	0.05	0	222739800	2578.00694444444	184.143353174603
all	12	3.5	no	3	1	3	0.075	0	222739800	2578.00694444444	184.143353174603
all	12	3.5	no	3	1	3	0.1	0	222739800	2578.00694444444	184.143353174603
3d	12	7	yes	2	2	4	0.075	0	222825600	2579	184.214285714286
3d	12	7	yes	2	2	4	0.1	0	222825600	2579	184.214285714286
4d	12	5.25	yes	1	3	3	0.1	0	223430160	2585.99722222222	184.714087301587
4d	12	5.25	no	1	3	3	0.1	0	223430160	2585.99722222222	184.714087301587
4d	12	12.25	yes	4	4	3	0.1	0	223603080	2587.99861111111	184.857043650794
4d	12	10.5	yes	3	4	2	0.075	0	223689720	2589.00138888889	184.928670634921
4d	12	10.5	yes	3	4	3	0.075	0	223689720	2589.00138888889	184.928670634921
3d	16	14	yes	4	3	4	0.025	0	223689840	2589.00277777778	184.92876984127
3d	16	14	yes	4	3	4	0.05	0	223689840	2589.00277777778	184.92876984127
1d	13	49	yes	6	2	1	0.05	0	223690320	2589.00833333333	184.929166666667
3d	16	14	yes	4	3	4	0.075	0	223949040	2592.00277777778	185.143055555556
1d	13	49	yes	6	2	1	0.025	0	224295120	2596.00833333333	185.429166666667
all	16	7	yes	3	4	4	0.025	0	224640360	2600.00416666667	185.714583333333
3d	12	4.66666666666667	yes	2	1	4	0.025	0	224812920	2602.00138888889	185.857242063492
3d	12	4.66666666666667	yes	2	1	4	0.05	0	224812920	2602.00138888889	185.857242063492
3d	12	4.66666666666667	yes	2	1	4	0.075	0	224812920	2602.00138888889	185.857242063492
3d	12	4.66666666666667	yes	2	1	4	0.1	0	224812920	2602.00138888889	185.857242063492
all	12	10.5	no	3	3	2	0	0	224813040	2602.00277777778	185.857341269841
3d	12	4.66666666666667	yes	2	1	4	0	0	224985720	2604.00138888889	186.000099206349
3d	16	9.33333333333333	yes	2	3	3	0.075	0	226713480	2623.99861111111	187.428472222222
4d	16	10.5	yes	3	4	4	0	0	227059560	2628.00416666667	187.714583333333
all	16	9.33333333333333	no	4	2	2	0.075	0	228269040	2642.00277777778	188.714484126984
all	16	9.33333333333333	no	4	2	2	0.1	0	228269040	2642.00277777778	188.714484126984
2d	12	14	yes	2	3	3	0	0	229046280	2650.99861111111	189.357043650794
4d	12	14	yes	5	4	3	0.075	0	230255760	2664.99722222222	190.356944444444
all	16	9.33333333333333	no	4	2	2	0.025	0	230256240	2665.00277777778	190.357341269841
all	16	9.33333333333333	no	4	2	2	0.05	0	230256240	2665.00277777778	190.357341269841
3d	16	11.6666666666667	yes	3	3	4	0.025	0	230342640	2666.00277777778	190.42876984127
2d	16	21	no	3	2	1	0.025	0	230515680	2668.00555555556	190.571825396825
2d	16	21	no	3	2	1	0.05	0	230515680	2668.00555555556	190.571825396825
1d	13	42	yes	5	2	1	0.075	0	232243800	2688.00694444444	192.000496031746
3d	16	9.33333333333333	yes	2	3	3	0.025	0	232416240	2690.00277777778	192.143055555556
3d	12	18.6666666666667	yes	6	3	4	0.025	0	232416480	2690.00555555556	192.143253968254
4d	16	14	yes	5	4	4	0.025	0	234317400	2712.00694444444	193.714781746032
1d	12	21	yes	2	2	2	0.1	0	234576480	2715.00555555556	193.928968253968
3d	16	11.6666666666667	yes	3	3	4	0	0	234835560	2718.00416666667	194.143154761905
all	12	4.66666666666667	yes	1	4	2	0	0	235180800	2722	194.428571428571
all	12	4.66666666666667	no	1	4	2	0	0	235180800	2722	194.428571428571
3d	16	9.33333333333333	yes	2	3	3	0.05	0	235526280	2725.99861111111	194.714186507937
2d	12	21	yes	3	4	1	0.025	0	235785600	2729	194.928571428571
3d	12	14	no	3	2	2	0.075	0	235872240	2730.00277777778	195.000198412698
3d	12	14	no	3	2	2	0.1	0	235872240	2730.00277777778	195.000198412698
all	16	5.83333333333333	yes	2	4	4	0	0	236130720	2732.99444444444	195.213888888889
3d	15	18.6666666666667	yes	6	3	3	0.05	0	236261580	2734.50902777778	195.322073412698
3d	13	7	yes	1	3	1	0.1	0	237340200	2746.99305555556	196.21378968254
3d	13	7	no	1	3	1	0.1	0	237340200	2746.99305555556	196.21378968254
2d	16	17.5	yes	3	3	3	0.05	0	237600120	2750.00138888889	196.428670634921
4d	15	8.75	yes	2	4	1	0.05	0	238247460	2757.49375	196.963839285714
4d	15	8.75	yes	2	4	2	0.05	0	238247460	2757.49375	196.963839285714
all	15	7	no	2	3	1	0.075	0	239371140	2770.49930555556	197.892807539683
4d	16	5.25	yes	1	3	3	0	0	240018600	2777.99305555556	198.428075396825
4d	16	5.25	no	1	3	3	0	0	240018600	2777.99305555556	198.428075396825
