"surgeset_id"	"category"	"time_to_id_days"	"match_cost_days_per_surge"	"surge_count"
"obs1"	48	0	0	14
"obs2"	48	0	0	14
"obs3"	48	0	0	14
"obs4"	48	0	0	14
"obs5"	48	0	0	14
"obs6"	48	0	0	14
"obs7"	48	0	0	14
"obs8"	48	0	0	14
"obs9"	48	0	0	14
"obs10"	48	0	0	14
"obs11"	48	0	0	14
"obs12"	48	0	0	14
"obs13"	48	0	0	14
"obs14"	48	0	0	14
"all-2.n2.s4.e4.ds0.05.de0.ov_yes"	47	5.83333333333333	52.2854166666667	14
"all-1.n1.s4.e1.ds0.de0.ov_yes"	46	4.66666666666667	73.3574404761905	14
"all-1.n1.s4.e1.ds0.de0.ov_no"	45	4.66666666666667	73.3574404761905	14
"all-2.n2.s4.e2.ds0.075.de0.ov_yes"	44	5.83333333333333	80.6425595238095	14
"all-2.n2.s4.e1.ds0.075.de0.ov_yes"	43	5.83333333333333	80.6425595238095	14
"all-2.n2.s2.e3.ds0.075.de0.ov_no"	42	4.66666666666667	86.2864087301587	14
"all-2.n2.s3.e2.ds0.05.de0.ov_no"	41	7	86.9284722222222	14
"all-2.n2.s2.e3.ds0.de0.ov_no"	40	4.66666666666667	87.7149801587302	14
"all-2.n2.s2.e3.ds0.05.de0.ov_no"	39	4.66666666666667	87.7149801587302	14
"all-2.n2.s2.e3.ds0.025.de0.ov_no"	38	4.66666666666667	87.7149801587302	14
"all-3.n3.s4.e2.ds0.1.de0.ov_yes"	37	7	101.999900793651	14
"all-3.n3.s4.e1.ds0.1.de0.ov_yes"	36	7	101.999900793651	14
"all-2.n2.s4.e4.ds0.025.de0.ov_yes"	35	5.83333333333333	113.464037698413	15
"all-6.n6.s1.e2.ds0.1.de0.ov_no"	34	7	117.250248015873	15
"all-2.n2.s2.e3.ds0.1.de0.ov_no"	33	4.66666666666667	118.000297619048	13
"all-6.n6.s1.e2.ds0.075.de0.ov_no"	32	7	118.250248015873	15
"all-6.n6.s1.e2.ds0.de0.ov_no"	31	7	118.750248015873	15
"all-6.n6.s1.e2.ds0.025.de0.ov_no"	30	7	118.750248015873	15
"all-6.n6.s1.e2.ds0.05.de0.ov_no"	29	7	119.250248015873	15
"all-2.n2.s3.e1.ds0.1.de0.ov_no"	28	7	129.499801587302	14
"all-2.n2.s1.e3.ds0.de0.ov_no"	27	2.33333333333333	141.250446428571	15
"all-2.n2.s1.e3.ds0.1.de0.ov_no"	26	2.33333333333333	141.250446428571	15
"all-2.n2.s1.e3.ds0.075.de0.ov_no"	25	2.33333333333333	141.250446428571	15
"all-2.n2.s1.e3.ds0.05.de0.ov_no"	24	2.33333333333333	141.250446428571	15
"all-2.n2.s1.e3.ds0.025.de0.ov_no"	23	2.33333333333333	141.250446428571	15
"all-1.n1.s3.e3.ds0.1.de0.ov_yes"	22	3.5	146.750347222222	15
"all-1.n1.s3.e3.ds0.1.de0.ov_no"	21	3.5	146.750347222222	15
"all-1.n1.s3.e3.ds0.075.de0.ov_yes"	20	3.5	146.750347222222	15
"all-1.n1.s3.e3.ds0.075.de0.ov_no"	19	3.5	146.750347222222	15
"all-3.n3.s4.e3.ds0.1.de0.ov_yes"	18	7	177.356944444444	13
"all-3.n3.s4.e4.ds0.075.de0.ov_yes"	17	7	180.142956349206	12
"all-3.n3.s4.e4.ds0.05.de0.ov_yes"	16	7	181.928869047619	16
"all-3.n3.s1.e3.ds0.de0.ov_no"	15	3.5	183.929067460317	12
"all-3.n3.s1.e3.ds0.1.de0.ov_no"	14	3.5	184.143353174603	12
"all-3.n3.s1.e3.ds0.075.de0.ov_no"	13	3.5	184.143353174603	12
"all-3.n3.s1.e3.ds0.05.de0.ov_no"	12	3.5	184.143353174603	12
"all-3.n3.s1.e3.ds0.025.de0.ov_no"	11	3.5	184.143353174603	12
"all-3.n3.s4.e4.ds0.025.de0.ov_yes"	10	7	185.714583333333	16
"all-1.n1.s4.e2.ds0.de0.ov_yes"	9	4.66666666666667	194.428571428571	12
"all-1.n1.s4.e2.ds0.de0.ov_no"	8	4.66666666666667	194.428571428571	12
"all-2.n2.s4.e4.ds0.de0.ov_yes"	7	5.83333333333333	195.213888888889	16
"all-2.n2.s3.e1.ds0.075.de0.ov_no"	6	7	197.892807539683	15
"all-2.n2.s4.e3.ds0.075.de0.ov_yes"	5	5.83333333333333	201.785416666667	12
"all-1.n1.s4.e1.ds0.025.de0.ov_yes"	4	4.66666666666667	204.857142857143	12
"all-1.n1.s4.e1.ds0.025.de0.ov_no"	3	4.66666666666667	204.857142857143	12
"all-3.n3.s4.e3.ds0.075.de0.ov_yes"	2	7	222.64255952381	16
"all-2.n2.s3.e2.ds0.075.de0.ov_no"	1	7	228.714285714286	12
