"surgeset_id"	"category"	"time_to_id_days"	"match_cost_days_per_surge"	"surge_count"
"obs1"	39	0	0	14
"obs2"	39	0	0	14
"obs3"	39	0	0	14
"obs4"	39	0	0	14
"obs5"	39	0	0	14
"obs6"	39	0	0	14
"obs7"	39	0	0	14
"obs8"	39	0	0	14
"obs9"	39	0	0	14
"obs10"	39	0	0	14
"obs11"	39	0	0	14
"obs12"	39	0	0	14
"obs13"	39	0	0	14
"obs14"	39	0	0	14
"3d-4.n4.s4.e4.ds0.de0.ov_yes"	38	16.3333333333333	35.9284722222222	14
"3d-5.n5.s4.e3.ds0.05.de0.ov_yes"	37	18.6666666666667	51.8575396825397	14
"3d-4.n4.s4.e3.ds0.05.de0.ov_yes"	36	16.3333333333333	70.0712301587302	14
"3d-4.n4.s4.e2.ds0.05.de0.ov_yes"	35	16.3333333333333	70.0712301587302	14
"3d-5.n5.s4.e4.ds0.de0.ov_yes"	34	18.6666666666667	78.071626984127	14
"3d-5.n5.s3.e4.ds0.025.de0.ov_yes"	33	16.3333333333333	91.3578373015873	14
"3d-5.n5.s3.e2.ds0.1.de0.ov_yes"	32	16.3333333333333	101.357738095238	14
"3d-5.n5.s3.e1.ds0.1.de0.ov_yes"	31	16.3333333333333	101.357738095238	14
"3d-4.n4.s4.e3.ds0.025.de0.ov_yes"	30	16.3333333333333	126.035466269841	15
"3d-4.n4.s4.e2.ds0.025.de0.ov_yes"	29	16.3333333333333	126.035466269841	15
"3d-6.n6.s2.e4.ds0.de0.ov_yes"	28	16.3333333333333	126.214880952381	13
"3d-5.n5.s3.e4.ds0.de0.ov_yes"	27	16.3333333333333	128.535863095238	15
"3d-6.n6.s4.e1.ds0.025.de0.ov_yes"	26	21	134.46433531746	15
"3d-6.n6.s4.e2.ds0.de0.ov_yes"	25	21	142.678422619048	15
"3d-5.n5.s3.e4.ds0.075.de0.ov_yes"	24	16.3333333333333	145.714880952381	13
"3d-6.n6.s3.e3.ds0.075.de0.ov_yes"	23	18.6666666666667	146.072023809524	14
"3d-6.n6.s3.e2.ds0.1.de0.ov_yes"	22	18.6666666666667	147.679017857143	15
"3d-6.n6.s3.e1.ds0.1.de0.ov_yes"	21	18.6666666666667	147.679017857143	15
"3d-4.n4.s4.e1.ds0.05.de0.ov_yes"	20	16.3333333333333	151.749751984127	15
"3d-5.n5.s3.e4.ds0.05.de0.ov_yes"	19	16.3333333333333	152.643253968254	13
"3d-6.n6.s3.e3.ds0.1.de0.ov_yes"	18	18.6666666666667	162.857738095238	13
"3d-5.n5.s4.e2.ds0.05.de0.ov_yes"	17	18.6666666666667	172.857341269841	16
"3d-5.n5.s3.e3.ds0.1.de0.ov_yes"	16	16.3333333333333	172.857638888889	13
"3d-6.n6.s3.e4.ds0.025.de0.ov_yes"	15	18.6666666666667	192.143253968254	12
"3d-6.n6.s3.e3.ds0.05.de0.ov_yes"	14	18.6666666666667	195.322073412698	15
"3d-6.n6.s2.e4.ds0.1.de0.ov_yes"	13	16.3333333333333	198.500496031746	12
"3d-6.n6.s2.e4.ds0.075.de0.ov_yes"	12	16.3333333333333	198.500496031746	12
"3d-6.n6.s3.e4.ds0.de0.ov_yes"	11	18.6666666666667	199.643253968254	12
"3d-6.n6.s4.e2.ds0.025.de0.ov_yes"	10	21	201.143353174603	12
"3d-6.n6.s2.e4.ds0.05.de0.ov_yes"	9	16.3333333333333	201.929166666667	12
"3d-6.n6.s4.e3.ds0.de0.ov_yes"	8	21	203.35753968254	12
"3d-6.n6.s2.e4.ds0.025.de0.ov_yes"	7	16.3333333333333	203.78630952381	12
"3d-4.n4.s2.e1.ds0.de0.ov_no"	6	18.6666666666667	204.785912698413	12
"3d-4.n4.s4.e1.ds0.025.de0.ov_yes"	5	16.3333333333333	207.713988095238	16
"3d-6.n6.s4.e1.ds0.05.de0.ov_yes"	4	21	208.571527777778	12
"3d-5.n5.s4.e4.ds0.025.de0.ov_yes"	3	18.6666666666667	216.929166666667	12
"3d-6.n6.s3.e2.ds0.075.de0.ov_yes"	2	18.6666666666667	223.35753968254	16
"3d-4.n4.s4.e1.ds0.075.de0.ov_yes"	1	16.3333333333333	227.713888888889	12
