"surgeset_id"	"category"	"time_to_id_days"	"match_cost_days_per_surge"	"surge_count"
"obs1"	47	0	0	14
"obs2"	47	0	0	14
"obs3"	47	0	0	14
"obs4"	47	0	0	14
"obs5"	47	0	0	14
"obs6"	47	0	0	14
"obs7"	47	0	0	14
"obs8"	47	0	0	14
"obs9"	47	0	0	14
"obs10"	47	0	0	14
"obs11"	47	0	0	14
"obs12"	47	0	0	14
"obs13"	47	0	0	14
"obs14"	47	0	0	14
"3d-1.n1.s3.e2.ds0.075.de0.ov_yes"	46	7	168.570734126984	14
"3d-1.n1.s3.e2.ds0.075.de0.ov_no"	45	7	168.570734126984	14
"3d-2.n2.s2.e4.ds0.de0.ov_yes"	44	7	183.071428571429	12
"3d-2.n2.s2.e4.ds0.05.de0.ov_yes"	43	7	183.071428571429	12
"3d-2.n2.s2.e4.ds0.025.de0.ov_yes"	42	7	183.071428571429	12
"3d-2.n2.s2.e4.ds0.1.de0.ov_yes"	41	7	184.214285714286	12
"3d-2.n2.s2.e4.ds0.075.de0.ov_yes"	40	7	184.214285714286	12
"3d-2.n2.s1.e4.ds0.1.de0.ov_yes"	39	4.66666666666667	185.857242063492	12
"3d-2.n2.s1.e4.ds0.075.de0.ov_yes"	38	4.66666666666667	185.857242063492	12
"3d-2.n2.s1.e4.ds0.05.de0.ov_yes"	37	4.66666666666667	185.857242063492	12
"3d-2.n2.s1.e4.ds0.025.de0.ov_yes"	36	4.66666666666667	185.857242063492	12
"3d-2.n2.s1.e4.ds0.de0.ov_yes"	35	4.66666666666667	186.000099206349	12
"3d-1.n1.s3.e1.ds0.1.de0.ov_yes"	34	7	196.21378968254	13
"3d-1.n1.s3.e1.ds0.1.de0.ov_no"	33	7	196.21378968254	13
"3d-1.n1.s2.e3.ds0.de0.ov_yes"	32	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.de0.ov_no"	31	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.075.de0.ov_yes"	30	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.075.de0.ov_no"	29	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.05.de0.ov_yes"	28	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.05.de0.ov_no"	27	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.025.de0.ov_yes"	26	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.025.de0.ov_no"	25	4.66666666666667	201.428472222222	12
"3d-1.n1.s2.e3.ds0.1.de0.ov_yes"	24	4.66666666666667	201.928472222222	12
"3d-1.n1.s2.e3.ds0.1.de0.ov_no"	23	4.66666666666667	201.928472222222	12
"3d-1.n1.s1.e3.ds0.de0.ov_yes"	22	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.de0.ov_no"	21	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.075.de0.ov_yes"	20	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.075.de0.ov_no"	19	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.05.de0.ov_yes"	18	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.05.de0.ov_no"	17	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.025.de0.ov_yes"	16	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.025.de0.ov_no"	15	2.33333333333333	205.428373015873	16
"3d-1.n1.s1.e3.ds0.1.de0.ov_yes"	14	2.33333333333333	205.642658730159	16
"3d-1.n1.s1.e3.ds0.1.de0.ov_no"	13	2.33333333333333	205.642658730159	16
"3d-1.n1.s3.e1.ds0.075.de0.ov_yes"	12	7	221.32068452381	15
"3d-1.n1.s3.e1.ds0.075.de0.ov_no"	11	7	221.32068452381	15
"3d-1.n1.s3.e2.ds0.05.de0.ov_yes"	10	7	237.32068452381	15
"3d-1.n1.s3.e2.ds0.05.de0.ov_no"	9	7	237.32068452381	15
"3d-1.n1.s3.e2.ds0.025.de0.ov_yes"	8	7	237.32068452381	15
"3d-1.n1.s3.e2.ds0.025.de0.ov_no"	7	7	237.32068452381	15
"3d-1.n1.s3.e2.ds0.1.de0.ov_yes"	6	7	240.428075396825	12
"3d-1.n1.s3.e2.ds0.1.de0.ov_no"	5	7	240.428075396825	12
"3d-1.n1.s3.e1.ds0.05.de0.ov_yes"	4	7	291.070634920635	16
"3d-1.n1.s3.e1.ds0.05.de0.ov_no"	3	7	291.070634920635	16
"3d-1.n1.s3.e1.ds0.025.de0.ov_yes"	2	7	291.070634920635	16
"3d-1.n1.s3.e1.ds0.025.de0.ov_no"	1	7	291.070634920635	16
